ENSEGOT00005000002.1	MTRR
ENSEGOT00005023105.1	CCDC6
ENSEGOT00005023077.1	DAB1
ENSEGOT00005023080.1	DAB1
ENSEGOT00005023067.1	ZBTB8A
ENSEGOT00005023069.1	RETSAT
ENSEGOT00005023071.1	ZBTB8A
ENSEGOT00005023072.1	TGOLN2
ENSEGOT00005023073.1	TMEM161B
ENSEGOT00005023078.1	TMEM161B
ENSEGOT00005023076.1	TGOLN2
ENSEGOT00005023079.1	PPM1D
ENSEGOT00005023084.1	APPBP2
ENSEGOT00005023085.1	RETSAT
ENSEGOT00005023088.1	RETSAT
ENSEGOT00005023087.1	C8B
ENSEGOT00005023086.1	TRPM8
ENSEGOT00005023098.1	C8A
ENSEGOT00005023096.1	FBXO16
ENSEGOT00005023102.1	USP32
ENSEGOT00005023097.1	ELMOD3
ENSEGOT00005023103.1	FZD3
ENSEGOT00005023108.1	LOC115492081
ENSEGOT00005023109.1	LOC115491458
ENSEGOT00005023110.1	EXTL3
ENSEGOT00005023206.1	GABBR1
ENSEGOT00005023211.1	GABBR1
ENSEGOT00005023213.1	GABBR1
ENSEGOT00005023111.1	LOC115491402
ENSEGOT00005023116.1	GRIN3A
ENSEGOT00005023114.1	INTS9
ENSEGOT00005023112.1	CA4
ENSEGOT00005023113.1	PRKAA2
ENSEGOT00005023117.1	LOC115497772
ENSEGOT00005023115.1	PLPP3
ENSEGOT00005023119.1	HMBOX1
ENSEGOT00005023123.1	HMBOX1
ENSEGOT00005023138.1	VAT1
ENSEGOT00005023143.1	VAT1
ENSEGOT00005023132.1	USP24
ENSEGOT00005023126.1	CBFA2T2
ENSEGOT00005023130.1	CBFA2T2
ENSEGOT00005023133.1	CBFA2T2
ENSEGOT00005023129.1	MYO19
ENSEGOT00005023134.1	LOC100226136
ENSEGOT00005023135.1	PIGW
ENSEGOT00005023137.1	SNTA1
ENSEGOT00005023139.1	GGNBP2
ENSEGOT00005023141.1	TOX2
ENSEGOT00005023156.1	STX5
ENSEGOT00005023145.1	EDEM2
ENSEGOT00005023149.1	DHRS11
ENSEGOT00005023146.1	LOC115490720
ENSEGOT00005023151.1	SH2D1A
ENSEGOT00005023154.1	IFI35
ENSEGOT00005023159.1	PCSK9
ENSEGOT00005023160.1	PCSK9
ENSEGOT00005023153.1	TRPC4AP
ENSEGOT00005023158.1	TRPC4AP
ENSEGOT00005023155.1	LHX1
ENSEGOT00005023163.1	IFI35
ENSEGOT00005023161.1	AATF
ENSEGOT00005023162.1	SCX
ENSEGOT00005023165.1	STAG2
ENSEGOT00005023174.1	STAG2
ENSEGOT00005023164.1	TMEM61
ENSEGOT00005023167.1	SCX
ENSEGOT00005023168.1	RUNDC1
ENSEGOT00005023169.1	DHCR24
ENSEGOT00005023171.1	AARSD1
ENSEGOT00005023172.1	PARS2
ENSEGOT00005023173.1	KPNB1
ENSEGOT00005023176.1	TTC4
ENSEGOT00005023175.1	SARNP
ENSEGOT00005023177.1	G6PC3
ENSEGOT00005023179.1	G6PC2
ENSEGOT00005023185.1	TMEM205
ENSEGOT00005023181.1	AOC3
ENSEGOT00005023189.1	ACACA
ENSEGOT00005023208.1	ACACA
ENSEGOT00005023226.1	ACACA
ENSEGOT00005023192.1	XIAP
ENSEGOT00005023197.1	ACOT11
ENSEGOT00005023200.1	ACOT11
ENSEGOT00005023196.1	CCDC92B
ENSEGOT00005023202.1	RHO
ENSEGOT00005023198.1	GOLPH3L
ENSEGOT00005023201.1	LSM4
ENSEGOT00005023205.1	THOC2
ENSEGOT00005023204.1	SDF4
ENSEGOT00005023232.1	PSME3
ENSEGOT00005023237.1	PSME3
ENSEGOT00005023240.1	PSME3
ENSEGOT00005023242.1	PSME3
ENSEGOT00005023212.1	SDF4
ENSEGOT00005023215.1	SSBP3
ENSEGOT00005023221.1	SSBP3
ENSEGOT00005023217.1	GLE1
ENSEGOT00005023219.1	LOC101233542
ENSEGOT00005023222.1	SDF4
ENSEGOT00005023245.1	ANK3
ENSEGOT00005023291.1	ANK3
ENSEGOT00005023354.1	ANK3
ENSEGOT00005023383.1	ANK3
ENSEGOT00005023415.1	ANK3
ENSEGOT00005023475.1	ANK3
ENSEGOT00005023225.1	SMYD5
ENSEGOT00005023224.1	SDF4
ENSEGOT00005023228.1	LOC100232098
ENSEGOT00005023231.1	LOC100232098
ENSEGOT00005023230.1	LOC115494783
ENSEGOT00005023229.1	MRPL37
ENSEGOT00005023236.1	PES1
ENSEGOT00005023234.1	TAF8
ENSEGOT00005023233.1	GRIA3
ENSEGOT00005023239.1	GRIA3
ENSEGOT00005023249.1	GRIA3
ENSEGOT00005023235.1	CYB5RL
ENSEGOT00005023238.1	LOC115494783
ENSEGOT00005023243.1	LOC115494783
ENSEGOT00005023275.1	PLXND1
ENSEGOT00005023279.1	PLXND1
ENSEGOT00005023241.1	ILF2
ENSEGOT00005023250.1	CDCP2
ENSEGOT00005023255.1	CDCP2
ENSEGOT00005023252.1	LOC100219821
ENSEGOT00005023254.1	PRICKLE4
ENSEGOT00005023256.1	SNAPIN
ENSEGOT00005023257.1	C21orf58
ENSEGOT00005023259.1	SNAPIN
ENSEGOT00005023261.1	TCEANC2
ENSEGOT00005023264.1	C1GALT1C1
ENSEGOT00005023268.1	ILF2
ENSEGOT00005023266.1	MCTS1
ENSEGOT00005023267.1	TMEM59
ENSEGOT00005023270.1	LOC100224554
ENSEGOT00005023280.1	LOC100224554
ENSEGOT00005023289.1	LOC100224554
ENSEGOT00005023271.1	LOC100231773
ENSEGOT00005023276.1	LOC100230740
ENSEGOT00005023272.1	LDLRAD1
ENSEGOT00005023274.1	CUL4B
ENSEGOT00005023277.1	LRRC42
ENSEGOT00005023281.1	PIK3C2B
ENSEGOT00005023283.1	FTSJ3
ENSEGOT00005023282.1	TMCC1
ENSEGOT00005023284.1	IFT25
ENSEGOT00005023285.1	LAMP2
ENSEGOT00005023288.1	TRH
ENSEGOT00005023296.1	DIO1
ENSEGOT00005023293.1	RBSN
ENSEGOT00005023295.1	ATP1B4
ENSEGOT00005023298.1	LOC115494065
ENSEGOT00005023301.1	MRPS25
ENSEGOT00005023302.1	TMEM255A
ENSEGOT00005023304.1	PFKL
ENSEGOT00005023303.1	KCNN2
ENSEGOT00005023310.1	YIPF1
ENSEGOT00005023313.1	YIPF1
ENSEGOT00005023306.1	NR2C2
ENSEGOT00005023309.1	NR2C2
ENSEGOT00005023307.1	ZBTB33
ENSEGOT00005023311.1	NKAP
ENSEGOT00005023312.1	TRIM36
ENSEGOT00005023314.1	PFKL
ENSEGOT00005023316.1	FGD5
ENSEGOT00005023317.1	PGGT1B
ENSEGOT00005023319.1	NDC1
ENSEGOT00005023318.1	LOC100190394
ENSEGOT00005023322.1	CCDC112
ENSEGOT00005023321.1	LOC100226599
ENSEGOT00005023323.1	LAYN
ENSEGOT00005023324.1	UPF3B
ENSEGOT00005023328.1	LAYN
ENSEGOT00005023329.1	Fem1c-Z
ENSEGOT00005023330.1	EIF1AD
ENSEGOT00005023332.1	GLIS1
ENSEGOT00005023331.1	BTG4
ENSEGOT00005023333.1	RPL39
ENSEGOT00005023334.1	ALDH7A1
ENSEGOT00005023381.1	PAN2
ENSEGOT00005023385.1	PAN2
ENSEGOT00005023336.1	LOC115498337
ENSEGOT00005023337.1	ILF2
ENSEGOT00005023338.1	SOWAHC
ENSEGOT00005023340.1	DMRTB1
ENSEGOT00005023343.1	SNAPIN
ENSEGOT00005023342.1	POU2AF3
ENSEGOT00005023344.1	GRAMD2B
ENSEGOT00005023348.1	GRAMD2B
ENSEGOT00005023345.1	POU2AF2
ENSEGOT00005023346.1	LRP8
ENSEGOT00005023350.1	LRP8
ENSEGOT00005023347.1	SNAPIN
ENSEGOT00005023349.1	SEPTIN6
ENSEGOT00005023352.1	SEPTIN6
ENSEGOT00005023356.1	SEPTIN6
ENSEGOT00005023351.1	ILF2
ENSEGOT00005023359.1	HINFP
ENSEGOT00005023361.1	HINFP
ENSEGOT00005023357.1	TOPORS
ENSEGOT00005023358.1	TNNI3
ENSEGOT00005023360.1	MAGOH
ENSEGOT00005023362.1	TMEM215
ENSEGOT00005023363.1	NKRF
ENSEGOT00005023365.1	CZIB
ENSEGOT00005023367.1	PFKL
ENSEGOT00005023366.1	LPAR1
ENSEGOT00005023368.1	UBE2A
ENSEGOT00005023369.1	CPT2
ENSEGOT00005023371.1	MUSK
ENSEGOT00005023372.1	SLC1A7
ENSEGOT00005023375.1	PFKL
ENSEGOT00005023373.1	UBE2A
ENSEGOT00005023377.1	PODN
ENSEGOT00005023376.1	SLC25A43
ENSEGOT00005023387.1	ABCG4
ENSEGOT00005023390.1	ABCG4
ENSEGOT00005023396.1	ABCG4
ENSEGOT00005023380.1	SVEP1
ENSEGOT00005023382.1	SCP2
ENSEGOT00005023386.1	PGRMC1
ENSEGOT00005023388.1	PGRMC1
ENSEGOT00005023392.1	MYH7
ENSEGOT00005023389.1	ECHDC2
ENSEGOT00005023391.1	ECHDC2
ENSEGOT00005023551.1	SMARCD2
ENSEGOT00005023553.1	SMARCD2
ENSEGOT00005023557.1	SMARCD2
ENSEGOT00005023558.1	SMARCD2
ENSEGOT00005023560.1	SMARCD2
ENSEGOT00005023394.1	SPTBN4
ENSEGOT00005023395.1	TXN
ENSEGOT00005023397.1	ZYG11A
ENSEGOT00005023398.1	KIAA1210
ENSEGOT00005023399.1	KIAA1210
ENSEGOT00005023406.1	KIAA1210
ENSEGOT00005023401.1	SPTBN4
ENSEGOT00005023400.1	NLRX1
ENSEGOT00005023404.1	NLRX1
ENSEGOT00005023402.1	PTGR1
ENSEGOT00005023405.1	PTGR1
ENSEGOT00005023403.1	COA7
ENSEGOT00005023410.1	SPTBN4
ENSEGOT00005023417.1	SPOCK2
ENSEGOT00005023420.1	SPOCK2
ENSEGOT00005023407.1	SHISAL2A
ENSEGOT00005023409.1	SHISAL2A
ENSEGOT00005023411.1	NHERF4
ENSEGOT00005023413.1	LONRF3
ENSEGOT00005023412.1	GPX7
ENSEGOT00005023414.1	SMC2
ENSEGOT00005023416.1	LOC100218870
ENSEGOT00005023418.1	TUT4
ENSEGOT00005023419.1	FAM199X
ENSEGOT00005023422.1	LOC115490742
ENSEGOT00005023430.1	CBL
ENSEGOT00005023434.1	CBL
ENSEGOT00005023436.1	CBL
ENSEGOT00005023426.1	ECPAS
ENSEGOT00005023424.1	PRPF38A
ENSEGOT00005023427.1	IL1RAPL2
ENSEGOT00005023432.1	ORC1
ENSEGOT00005023437.1	CDK12
ENSEGOT00005023442.1	NRK
ENSEGOT00005023454.1	NRK
ENSEGOT00005023439.1	DNAJC25
ENSEGOT00005023443.1	CC2D1B
ENSEGOT00005023446.1	CDK12
ENSEGOT00005023445.1	GNG10
ENSEGOT00005023447.1	MCAM
ENSEGOT00005023452.1	MCAM
ENSEGOT00005023455.1	SHOC1
ENSEGOT00005023457.1	LMF2
ENSEGOT00005023459.1	RNF26
ENSEGOT00005023460.1	ZFYVE9
ENSEGOT00005023461.1	NCAPH2
ENSEGOT00005023465.1	C1QTNF5
ENSEGOT00005023468.1	UGCG
ENSEGOT00005023469.1	MFRP
ENSEGOT00005023472.1	LEP
ENSEGOT00005023471.1	MFRP
ENSEGOT00005023473.1	BTF3L4
ENSEGOT00005023479.1	SUSD1
ENSEGOT00005023478.1	USP2
ENSEGOT00005023480.1	TXNDC12
ENSEGOT00005023489.1	RADX
ENSEGOT00005023492.1	RADX
ENSEGOT00005023482.1	TOGARAM1
ENSEGOT00005023518.1	DCTN1
ENSEGOT00005023522.1	DCTN1
ENSEGOT00005023484.1	LOC115490742
ENSEGOT00005023483.1	RAB3B
ENSEGOT00005023486.1	THY1
ENSEGOT00005023487.1	THY1
ENSEGOT00005023485.1	PTBP3
ENSEGOT00005023488.1	ZNF513
ENSEGOT00005023491.1	ITM2C
ENSEGOT00005023493.1	ITM2C
ENSEGOT00005023494.1	SNX17
ENSEGOT00005023495.1	NECTIN1
ENSEGOT00005023497.1	NECTIN1
ENSEGOT00005023496.1	HSDL2
ENSEGOT00005023498.1	HSDL2
ENSEGOT00005023499.1	LIX1L
ENSEGOT00005023500.1	IL13RA1
ENSEGOT00005023504.1	IL13RA1
ENSEGOT00005023502.1	NRDC
ENSEGOT00005023514.1	NRDC
ENSEGOT00005023526.1	NRDC
ENSEGOT00005023501.1	LOC100225858
ENSEGOT00005023503.1	LOC100225858
ENSEGOT00005023506.1	LIX1L
ENSEGOT00005023505.1	KIAA1958
ENSEGOT00005023508.1	LOC100225858
ENSEGOT00005023509.1	S100A16
ENSEGOT00005023510.1	INIP
ENSEGOT00005023513.1	LOC100225858
ENSEGOT00005023516.1	S100A16
ENSEGOT00005023519.1	HDAC3
ENSEGOT00005023521.1	SNX30
ENSEGOT00005023524.1	SNX30
ENSEGOT00005023525.1	RELL2
ENSEGOT00005023527.1	FCHSD1
ENSEGOT00005023532.1	COLGALT1
ENSEGOT00005023536.1	COLGALT1
ENSEGOT00005023530.1	DOCK11
ENSEGOT00005023542.1	DOCK11
ENSEGOT00005024057.1	KIF13B
ENSEGOT00005024064.1	KIF13B
ENSEGOT00005024072.1	KIF13B
ENSEGOT00005024081.1	KIF13B
ENSEGOT00005024083.1	KIF13B
ENSEGOT00005024106.1	KIF13B
ENSEGOT00005024128.1	KIF13B
ENSEGOT00005024131.1	KIF13B
ENSEGOT00005024136.1	KIF13B
ENSEGOT00005023533.1	SLC46A2
ENSEGOT00005023538.1	SLC46A2
ENSEGOT00005023539.1	SLC46A2
ENSEGOT00005023540.1	SLC46A2
ENSEGOT00005023535.1	OSBPL9
ENSEGOT00005023534.1	CDK1
ENSEGOT00005023561.1	DCTN1
ENSEGOT00005023563.1	DCTN1
ENSEGOT00005023541.1	TSR2
ENSEGOT00005023543.1	LOC115492101
ENSEGOT00005023586.1	QKI
ENSEGOT00005023597.1	QKI
ENSEGOT00005023547.1	PALM2AKAP2
ENSEGOT00005023548.1	PALM2AKAP2
ENSEGOT00005023549.1	PALM2AKAP2
ENSEGOT00005023546.1	RHOBTB1
ENSEGOT00005023544.1	LOC100226721
ENSEGOT00005023545.1	EPS15
ENSEGOT00005023550.1	EPS15
ENSEGOT00005023556.1	EPS15
ENSEGOT00005023880.1	MYH7B
ENSEGOT00005023893.1	MYH7B
ENSEGOT00005023903.1	MYH7B
ENSEGOT00005024006.1	MYH7B
ENSEGOT00005024010.1	MYH7B
ENSEGOT00005024014.1	MYH7B
ENSEGOT00005024026.1	MYH7B
ENSEGOT00005024035.1	MYH7B
ENSEGOT00005024038.1	MYH7B
ENSEGOT00005024067.1	MYH7B
ENSEGOT00005023552.1	PALM2AKAP2
ENSEGOT00005023554.1	WDR44
ENSEGOT00005023559.1	ZNF608
ENSEGOT00005023614.1	PRPF3
ENSEGOT00005023601.1	ARAP3
ENSEGOT00005023608.1	ARAP3
ENSEGOT00005023616.1	ARAP3
ENSEGOT00005023623.1	ARAP3
ENSEGOT00005023567.1	RFESD
ENSEGOT00005023569.1	TTC39A
ENSEGOT00005023574.1	TTC39A
ENSEGOT00005023570.1	CTSK
ENSEGOT00005023571.1	NUP98
ENSEGOT00005023580.1	NUP98
ENSEGOT00005023573.1	RHOBTB3
ENSEGOT00005023579.1	CTSK
ENSEGOT00005023581.1	RNF11
ENSEGOT00005023583.1	CCNH
ENSEGOT00005023585.1	CCNH
ENSEGOT00005023588.1	CTSK
ENSEGOT00005023589.1	CDKN2C
ENSEGOT00005023591.1	TARS2
ENSEGOT00005023592.1	SLC6A14
ENSEGOT00005023598.1	SLC6A14
ENSEGOT00005023593.1	CHRNA10
ENSEGOT00005023596.1	CHRNA10
ENSEGOT00005023595.1	FAF1
ENSEGOT00005023594.1	TARS2
ENSEGOT00005023599.1	RASA1
ENSEGOT00005023607.1	RASA1
ENSEGOT00005023600.1	RAB11B
ENSEGOT00005023602.1	LOC115490742
ENSEGOT00005023603.1	CTSK
ENSEGOT00005023604.1	ANGPTL4
ENSEGOT00005023606.1	DMRTA2
ENSEGOT00005023612.1	LIX1L
ENSEGOT00005023609.1	ANGPTL4
ENSEGOT00005023611.1	KIF5A
ENSEGOT00005023610.1	AGTR2
ENSEGOT00005023613.1	POLR2E
ENSEGOT00005023618.1	LIX1L
ENSEGOT00005023624.1	KIF5A
ENSEGOT00005023619.1	S100A16
ENSEGOT00005023626.1	PLS3
ENSEGOT00005023630.1	PLS3
ENSEGOT00005023625.1	RGMB
ENSEGOT00005023631.1	PRPF3
ENSEGOT00005023633.1	PRPF3
ENSEGOT00005023637.1	ELAVL4
ENSEGOT00005023640.1	ELAVL4
ENSEGOT00005023645.1	ELAVL4
ENSEGOT00005023647.1	ELAVL4
ENSEGOT00005023628.1	S100A16
ENSEGOT00005023632.1	S100A16
ENSEGOT00005023629.1	DCTN2
ENSEGOT00005023636.1	SBNO2
ENSEGOT00005023651.1	SBNO2
ENSEGOT00005023663.1	SBNO2
ENSEGOT00005023634.1	TMEM26
ENSEGOT00005023643.1	LOC100217767
ENSEGOT00005023646.1	LOC100217767
ENSEGOT00005023648.1	CHD1
ENSEGOT00005023662.1	CHD1
ENSEGOT00005023649.1	LOC115492551
ENSEGOT00005023653.1	RASAL1
ENSEGOT00005023658.1	MARS1
ENSEGOT00005023654.1	STK26
ENSEGOT00005023655.1	BEND5
ENSEGOT00005023657.1	BEND5
ENSEGOT00005023659.1	RASAL1
ENSEGOT00005023660.1	PCDH1
ENSEGOT00005023664.1	PCDH1
ENSEGOT00005023666.1	PCDH1
ENSEGOT00005023665.1	FRMD7
ENSEGOT00005023668.1	LOC115490742
ENSEGOT00005023667.1	BEND5
ENSEGOT00005023670.1	RAP2C
ENSEGOT00005023671.1	RASAL1
ENSEGOT00005023673.1	ZFHX3
ENSEGOT00005023678.1	AGBL4
ENSEGOT00005023676.1	MBNL3
ENSEGOT00005023681.1	RASAL1
ENSEGOT00005023684.1	MSH3
ENSEGOT00005023685.1	HS6ST2
ENSEGOT00005023687.1	HTR6
ENSEGOT00005023691.1	UBTF
ENSEGOT00005023699.1	UBTF
ENSEGOT00005023706.1	UBTF
ENSEGOT00005023732.1	MARS1
ENSEGOT00005023739.1	MARS1
ENSEGOT00005023695.1	RIOK2
ENSEGOT00005023697.1	SPATA6
ENSEGOT00005023703.1	SPATA6
ENSEGOT00005023702.1	ARID5B
ENSEGOT00005023711.1	ARID5B
ENSEGOT00005023698.1	GPC4
ENSEGOT00005023700.1	SUGP2
ENSEGOT00005023701.1	LOC100224449
ENSEGOT00005023705.1	DHX38
ENSEGOT00005023715.1	DHX38
ENSEGOT00005023709.1	ELAVL2
ENSEGOT00005023708.1	GPC3
ENSEGOT00005023716.1	SLC5A9
ENSEGOT00005023723.1	CAAP1
ENSEGOT00005023726.1	TRABD2B
ENSEGOT00005023727.1	MSH3
ENSEGOT00005023729.1	SLC4A1
ENSEGOT00005023737.1	SLC4A1
ENSEGOT00005023744.1	SLC4A1
ENSEGOT00005023728.1	RNF24
ENSEGOT00005023730.1	DHODH
ENSEGOT00005023733.1	PHF6
ENSEGOT00005023734.1	FOXD2
ENSEGOT00005023742.1	TTI2
ENSEGOT00005023740.1	IST1
ENSEGOT00005023741.1	CMPK1
ENSEGOT00005023743.1	HPRT1
ENSEGOT00005023755.1	RTKN2
ENSEGOT00005023811.1	RTKN2
ENSEGOT00005023746.1	ZNF821
ENSEGOT00005023750.1	STIL
ENSEGOT00005023749.1	MAK16
ENSEGOT00005023751.1	ATXN1L
ENSEGOT00005023769.1	RUNDC3A
ENSEGOT00005023756.1	DENND4B
ENSEGOT00005023757.1	PABIR2
ENSEGOT00005023758.1	LOC115498493
ENSEGOT00005023759.1	TAL1
ENSEGOT00005023763.1	TAL1
ENSEGOT00005023761.1	DENND4B
ENSEGOT00005023765.1	AP1G1
ENSEGOT00005023771.1	AP1G1
ENSEGOT00005023777.1	AP1G1
ENSEGOT00005023766.1	CRTC2
ENSEGOT00005023767.1	LOC100219814
ENSEGOT00005023768.1	PDZK1IP1
ENSEGOT00005023770.1	CRTC2
ENSEGOT00005023772.1	TEK
ENSEGOT00005023773.1	MOSPD1
ENSEGOT00005023814.1	PHTF1
ENSEGOT00005023774.1	DENND4B
ENSEGOT00005023776.1	DCTN2
ENSEGOT00005023775.1	SLC25A39
ENSEGOT00005023778.1	SLC25A39
ENSEGOT00005023779.1	DENND4B
ENSEGOT00005023782.1	LOC100220752
ENSEGOT00005023785.1	LOC100220752
ENSEGOT00005023781.1	CRTC2
ENSEGOT00005023786.1	KIF5A
ENSEGOT00005023783.1	SLC25A39
ENSEGOT00005023787.1	SLC25A39
ENSEGOT00005023788.1	CBX3
ENSEGOT00005023789.1	KIF5A
ENSEGOT00005023791.1	MAGI3
ENSEGOT00005023797.1	MAGI3
ENSEGOT00005023801.1	MAGI3
ENSEGOT00005023805.1	MAGI3
ENSEGOT00005023790.1	CBX3
ENSEGOT00005023796.1	RUNDC3A
ENSEGOT00005023798.1	RUNDC3A
ENSEGOT00005023794.1	KIF5A
ENSEGOT00005023793.1	MMGT1
ENSEGOT00005023800.1	PEX11B
ENSEGOT00005024727.1	PIK3CB
ENSEGOT00005024730.1	PIK3CB
ENSEGOT00005024732.1	PIK3CB
ENSEGOT00005024743.1	PIK3CB
ENSEGOT00005024774.1	PIK3CB
ENSEGOT00005024775.1	PIK3CB
ENSEGOT00005024787.1	PIK3CB
ENSEGOT00005024788.1	PIK3CB
ENSEGOT00005024797.1	PIK3CB
ENSEGOT00005023799.1	SLC9A6
ENSEGOT00005023803.1	KIF5A
ENSEGOT00005023802.1	SLC4A1
ENSEGOT00005023804.1	SLC4A1
ENSEGOT00005023806.1	DCTN2
ENSEGOT00005023850.1	PHLPP2
ENSEGOT00005023853.1	PHLPP2
ENSEGOT00005023823.1	LOC100228937
ENSEGOT00005023837.1	LOC100228937
ENSEGOT00005023842.1	LOC100228937
ENSEGOT00005023857.1	LOC100228937
ENSEGOT00005023858.1	LOC100228937
ENSEGOT00005023863.1	LOC100228937
ENSEGOT00005023868.1	LOC100228937
ENSEGOT00005023812.1	MARS1
ENSEGOT00005023810.1	UBTF
ENSEGOT00005023813.1	UBTF
ENSEGOT00005023816.1	UBTF
ENSEGOT00005023821.1	PEX11B
ENSEGOT00005023822.1	PEX11B
ENSEGOT00005023815.1	LRIG2
ENSEGOT00005023818.1	LRIG2
ENSEGOT00005023820.1	LRIG2
ENSEGOT00005023817.1	SRCIN1
ENSEGOT00005023819.1	SRCIN1
ENSEGOT00005023824.1	SLC16A1
ENSEGOT00005023825.1	ICMT
ENSEGOT00005023826.1	ICMT
ENSEGOT00005023845.1	MARS1
ENSEGOT00005023849.1	MARS1
ENSEGOT00005023827.1	UBTF
ENSEGOT00005023828.1	TAFA3
ENSEGOT00005023896.1	FHL1
ENSEGOT00005023905.1	FHL1
ENSEGOT00005023829.1	ISLR
ENSEGOT00005023830.1	LOC115491504
ENSEGOT00005023831.1	ISLR
ENSEGOT00005023834.1	PPM1J
ENSEGOT00005023838.1	SLC4A1
ENSEGOT00005023843.1	SLC4A1
ENSEGOT00005023839.1	RHOC
ENSEGOT00005023848.1	PIM1
ENSEGOT00005023847.1	MOV10
ENSEGOT00005023854.1	RUNDC3A
ENSEGOT00005023855.1	SNRNP40
ENSEGOT00005023859.1	DCTN2
ENSEGOT00005023861.1	DCTN2
ENSEGOT00005023860.1	CAPZA1
ENSEGOT00005023865.1	CAPZA1
ENSEGOT00005023864.1	SNRNP40
ENSEGOT00005023866.1	SLC25A39
ENSEGOT00005023870.1	SLC25A39
ENSEGOT00005023872.1	ZNF365
ENSEGOT00005023867.1	ISLR
ENSEGOT00005023874.1	KIF5A
ENSEGOT00005023869.1	ISLR
ENSEGOT00005023871.1	SNRNP40
ENSEGOT00005023873.1	LTBP1
ENSEGOT00005023875.1	ST7L
ENSEGOT00005023877.1	KIF5A
ENSEGOT00005023878.1	SLC25A39
ENSEGOT00005023881.1	SLC25A39
ENSEGOT00005023887.1	PEX11B
ENSEGOT00005023891.1	PEX11B
ENSEGOT00005023929.1	TAT
ENSEGOT00005023883.1	CCR10
ENSEGOT00005023882.1	WNT2B
ENSEGOT00005023886.1	SP2
ENSEGOT00005023890.1	SP2
ENSEGOT00005023884.1	CTTNBP2NL
ENSEGOT00005023885.1	CNTNAP1
ENSEGOT00005023889.1	RUNDC3A
ENSEGOT00005023888.1	KCND3
ENSEGOT00005023892.1	DDX20
ENSEGOT00005023894.1	SLC4A1
ENSEGOT00005023899.1	INKA2
ENSEGOT00005023901.1	EZH1
ENSEGOT00005023907.1	EZH1
ENSEGOT00005023900.1	LOC115492551
ENSEGOT00005023904.1	ADO
ENSEGOT00005023902.1	RAP1A
ENSEGOT00005023906.1	DYNLL2
ENSEGOT00005023908.1	UBTF
ENSEGOT00005023910.1	UBTF
ENSEGOT00005023916.1	UBTF
ENSEGOT00005023915.1	PEX11B
ENSEGOT00005023918.1	PEX11B
ENSEGOT00005023909.1	COQ5
ENSEGOT00005023927.1	EGR2
ENSEGOT00005023977.1	LOC100231862
ENSEGOT00005023989.1	LOC100231862
ENSEGOT00005023995.1	LOC100231862
ENSEGOT00005023997.1	LOC100231862
ENSEGOT00005024003.1	LOC100231862
ENSEGOT00005023912.1	ADORA1
ENSEGOT00005023917.1	ADORA1
ENSEGOT00005023920.1	ADORA1
ENSEGOT00005023921.1	IRF6
ENSEGOT00005023925.1	MAP7D3
ENSEGOT00005023937.1	MAP7D3
ENSEGOT00005023949.1	MAP7D3
ENSEGOT00005023958.1	MAP7D3
ENSEGOT00005023923.1	NEUROD2
ENSEGOT00005023924.1	ATP5PB
ENSEGOT00005023930.1	IRF6
ENSEGOT00005023932.1	PAX6
ENSEGOT00005023931.1	LOC100229494
ENSEGOT00005023934.1	TAT
ENSEGOT00005023939.1	DUSP26
ENSEGOT00005023941.1	NRBF2
ENSEGOT00005023940.1	YKT6
ENSEGOT00005023942.1	TERF2IP
ENSEGOT00005023951.1	LOC100232675
ENSEGOT00005023954.1	LOC100232675
ENSEGOT00005023943.1	DLX4
ENSEGOT00005023948.1	CAMK2B
ENSEGOT00005023955.1	CAMK2B
ENSEGOT00005023947.1	DLX4
ENSEGOT00005023950.1	IRF6
ENSEGOT00005023952.1	TFEB
ENSEGOT00005023957.1	LOC100219956
ENSEGOT00005023959.1	C6orf132
ENSEGOT00005023960.1	TFEB
ENSEGOT00005023961.1	IRF6
ENSEGOT00005023964.1	LOC100219956
ENSEGOT00005023967.1	NUDCD3
ENSEGOT00005023978.1	JMJD1C
ENSEGOT00005023971.1	LOC100219956
ENSEGOT00005023973.1	ZC4H2
ENSEGOT00005023975.1	ME2
ENSEGOT00005023979.1	LOC100219956
ENSEGOT00005023980.1	ZC3H12B
ENSEGOT00005023982.1	PLEKHA6
ENSEGOT00005023987.1	PLEKHA6
ENSEGOT00005023999.1	PLEKHA6
ENSEGOT00005024007.1	PLEKHA6
ENSEGOT00005023985.1	CYP2J19B
ENSEGOT00005023988.1	CYP2J19A
ENSEGOT00005023983.1	GNPTG
ENSEGOT00005023984.1	LAS1L
ENSEGOT00005024001.1	MSN
ENSEGOT00005024117.1	KARS1
ENSEGOT00005024119.1	KARS1
ENSEGOT00005024133.1	KARS1
ENSEGOT00005024008.1	EFCAB14
ENSEGOT00005024009.1	LOC100221672
ENSEGOT00005024020.1	HINT2
ENSEGOT00005024012.1	LOC115495222
ENSEGOT00005024013.1	ATPAF1
ENSEGOT00005024024.1	PRPF3
ENSEGOT00005024033.1	PRPF3
ENSEGOT00005024015.1	FBXO47
ENSEGOT00005024017.1	MOB3C
ENSEGOT00005024021.1	PLXDC1
ENSEGOT00005024022.1	MKNK1
ENSEGOT00005024025.1	REEP3
ENSEGOT00005024028.1	LOC115491412
ENSEGOT00005024030.1	LOC115491412
ENSEGOT00005024029.1	TMEM275
